id,name,text,trans
0000000000000,流れ星の手紙,『友達と一緒にパート分けして頑張ってるよ～！』,[pre-translate]『和朋友一起分配部分，一起加油！』
0000000000000,音響監督,じゃ、もう一回練習してから本番行こうか\n全体つるっとお願いね～,[pre-translate]那么，再练习一遍，然后开始表演吧。请大家一起努力。
4001060050320,灯織,あ、すみません……！\nよければ、真乃とめぐるの歌を聴かせてもらえませんか？,[pre-translate]啊，对不起……！如果可以的话，能听听真乃和めぐる的歌吗？
4001060050330,灯織,先に録ったふたりに雰囲気を合わせたくて……,[pre-translate]为了与先录制的两个人气氛相符……
0000000000000,音響監督,オッケー！\n出せるよ、ちょっと待ってね！,[pre-translate]好的！\n我可以出声了，请稍等！
4001060050340,灯織,ありがとうございます……！\nお手数おかけします,[pre-translate]非常感谢……！\n麻烦你了。
4001060050350,灯織,…………,[pre-translate]…………
0000000000000,音響監督,見つけた\nふたりの歌をあわせで流すからね～！,[pre-translate]找到了\n把两个人的歌结合起来播放吧～！
4001060050360,灯織,はい……！,[pre-translate]好的……！
0000000000000,ヘッドホンの音,────────♪,[pre-translate]────────♪
4001060050370,灯織,あ……,[pre-translate]啊……
4001060050380,灯織,……………,[pre-translate]……………
4001060050390,灯織,…………………♪,[pre-translate]…………………♪
4001060050400,灯織,曇ってきたね\nやっぱり降るかな……,[pre-translate]天气变阴了\n果然要下雨了吧……
4001060050410,めぐる,ねぇねぇプロデューサー\n雨が降ったら今日のステージ、中止になっちゃうかな？,[pre-translate]嘿嘿，制作人\n如果下雨的话，今天的演出会取消吗？
0000000000000,プロデューサー,うーん、大雨だと……\nステージは屋根があるけど客席がなあ,[pre-translate]嗯，如果下大雨的话……\n虽然舞台有顶，但是没有客席啊。
0000000000000,スタッフ,……すみませーん！,[pre-translate]……对不起！
0000000000000,スタッフ,今日のイベントは、ストア内のステージに変更します！\nキャパは狭くなりますがその方が安全なので,[pre-translate]今天的活动将转移到店内的舞台！\n虽然容量会减小，但这样更安全。
0000000000000,プロデューサー,……！\nわかりました！,[pre-translate]……！\n明白了！
0000000000000,スタッフ,すみません、イルミネのみなさんも\nお荷物をまとめて移動願えますか,[pre-translate]不好意思，能不能请Illumination的大家\n一起整理行李移动呢？
4001060050411,一同,はいっ,[pre-translate]好的
4001060050420,めぐる,あ、今ぽつってきた……！\n急ごう！,[pre-translate]啊，刚想起来了……！\n赶快走！
4001060050430,真乃,う、うん……っ,[pre-translate]嗯，好的……
0000000000000,プロデューサー,大きい荷物は任せてくれ\nまとめて持つから……！,[pre-translate]大的行李交给我吧\n我来帮你们搬……！
0000000000000,部活顧問,どう、最近の調子は\n順調？,[pre-translate]怎么样，最近的状态\n还不错吧？
0000000000000,少女,はい……！\n次の試合に向けてふたりで頑張ってます,[pre-translate]是的……！\n为了下一场比赛我们两个在努力着
0000000000000,部活顧問,そっか、うん……,[pre-translate]这样啊，嗯……
0000000000000,部活顧問,……あのね、先生ちょっと提案があるの,[pre-translate]……听我说，老师有一个提议
0000000000000,部活顧問,これまでずっとふたりでダブルスを組んでもらったけど、\n次はシングルに挑戦するのはどう？,[pre-translate]虽然到现在为止一直是两个人组成的双打，\n但下一次比赛尝试一下单打怎么样？
0000000000000,少女,えっ……\nじゃあ、ダブルスとシングル、両方……？,[pre-translate]诶……\n那，双打和单打，两个都……？
0000000000000,部活顧問,ううん、知ってると思うけど、\n卓球の団体戦でふたつ出ることはできないから……,[pre-translate]嗯嗯，虽然你也知道，\n在乒乓球的团体赛中是不能同时参加两个项目的……
0000000000000,少女,そう、ですよね……,[pre-translate]是的，没错……
0000000000000,部活顧問,あなたはシングルも向いていると思うし、\nダブルスは他の子の組み合わせも試してみたいの,[pre-translate]我觉得你也适合单打，\n而且我也想试试其他孩子的组合
0000000000000,部活顧問,無理にとは言わないけど、どうかな？,[pre-translate]虽然不是强求，但怎么样呢？
0000000000000,少女,……わかりました\nシングル……やってみます、やってみたいです,[pre-translate]……我知道了\n我想试试单打
0000000000000,off,きっかけは、\nほんの小さなことだった,[pre-translate]契机只是一件小事
0000000000000,off,引っ越したわけでも、喧嘩したわけでもない,[pre-translate]并不是因为搬家或吵架
0000000000000,off,ただ少しだけ一緒にいる時間が減って、\n会話が減って、話題がなくなって────,[pre-translate]只是一起的时间变少了，\n交流变少了，话题也变少了────
0000000000000,off,なんとなく、遠くなっただけ,[pre-translate]只是不知不觉间变得遥远了
0000000000000,プロデューサー,この手紙も……\n……よし、問題なし,[pre-translate]这封信也……\n……好的，没问题
0000000000000,プロデューサー,次は……,[pre-translate]接下来是……
0000000000000,プロデューサー,あ……\nはは、流れ星の……,[pre-translate]啊……\n哈哈，流星的……
0000000000000,流れ星の手紙,『久々のストアイベント、うれしい～！』,[pre-translate]『好久没参加商店活动了，好开心~！』
0000000000000,流れ星の手紙,『雨だったけど、お客さん、たくさんいたね』\n『私たちはうしろの方で飛び跳ねながら見ました』,[pre-translate]『虽然下雨了，但是客人还是很多呢』\n『我们在后面跳跳跃跃地看着』
0000000000000,流れ星の手紙,『最後は全身ずぶ濡れだったけど！』,[pre-translate]『最后我们全身都湿透了！』
0000000000000,プロデューサー,……このストアイベントって、\n場所的にあの日の……？,[pre-translate]……这个商店活动，\n地点是那天的……？
0000000000000,プロデューサー,でも、屋内で実施したから濡れるはずが……,[pre-translate]但是，因为是在室内进行的，应该不会淋湿吧……
0000000000000,プロデューサー,……………………,[pre-translate]……
0000000000000,流れ星の手紙,『また絶対に行くからね』,[pre-translate]『我们一定会再去的哦』
0000000000000,流れ星の手紙,『友達と一緒に！』,[pre-translate]『和朋友一起去！』
0000000000000,プロデューサー,それは……\n嘘というより,"[pre-translate]这是……
不如说是个愿望吧"
0000000000000,プロデューサー,なんとなく、願いごとのように見えた,[pre-translate]总觉得，像是个愿望一样
info,game_event_communications/400106005.json,,
译者,,,
